Date,Location,Site,Transect,Achilles tang,Agile chromis,Amber jack,Ambon toby,Arc-eye hawk fish,Barred filefish,Belted wrasse,Big eye emperor or Mu,Bird nose wrasse,Black kole or black surgeonfish,black spot surgeon/ Thompson's surgeonfish,Blackfin chromis,Blackspot sergeant,Blacktailed snapper,Blue eyed damsel,Blue goatfish,Bluefin trevally,Blueline surgeonfish,Bluelined butterfly,Bluelined snapper,Bluespine unicornfish,Box fish,Bridled triggerfish,Bullethead parrotfish,Chocolate dip chromis,Chub or Rudderfish,Convict tang,Cornetfish,Crown toby,Doublebar goatfish,eagle ray,Eightline wrasse,Elegant wrasse,Eyestripe surgeon,Fantailed filefish,Flame angel,Flame wrasse,Forcep butterfly,forktail snapper,Forsteri hawkfish,four spot butterfly,Goldline squirrelfish,Goldrim surgeonfish,Gray Chub,Grey Snapper,Hawaiian cleaner wrasse,Hawaiian dascyllus,Hawaiian hogfish,Hawaiian sergeant major,Kole tang,Kuntee Squirrelfish,Lavender/brown tang,Lei trigger,Lined butterfly,Lizardfish,Manybar goatfish,Milletseed butterflyfish,Moorish Idol,Multiband butterfly,Niger trigger,Orangeshoulder tang,Orangespine unicornfish,Ornate butterfly fish,Ornate wrasse,Oval butterfly,oval damesel,Pacific gregory,Palenose parrofish,Picasso or lagoon trigger,Pinktail trigger,Porcupinefish,Potter's Angel,pyramid butterfly,Raccoon butterflyfish,Rainbow Runner,Rectangle or reef trigger ,Red goat (yellow fin goatfish),Redlip parrotfish,Regal parrotfish,Reticulated butterflyfish,Ringtail surgeonfish,Ringtail wrasse,Rockmover wrasse,Roi or Peacock grouper,round scad,Saddle wrasse,saddleback butterfly,Sailfin tang,Scrawled filefish,Shortnose wrasse,Sidespot goatfish,Sleek unicorn fish,Soldier fish,Spectacled parrotfish,Spiny balloonfish,Spot fin squirrelfish,Spotted moray,Spotted puffer,Squirrelfish,star eyed parrotfish,Surge wrasse,Teardrop butterfly,Thompson's Butterflyfish,Threadfin butterflyfish,Three spot chromis,tilefish,Trumpetfish,Vanishing wrasse,white freckled surgeonfish,White tipped reef shark,Whitebar surgeonfish,Whitemouth moray,whitespot puffer,Whitespotted toby,Yellow tang,yellowfin goatfish,yellowfin surgeon,Yellowstripe goatfish,Yellowtail coris,Yellowtail Filefish
2014,Mahukona,6,T1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,13,5,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,53,0,0
2014,Mahukona,7,T1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,84,0,20,4,0,0,12,2,0,3,0,2,4,2,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,0
2014,Old Kona,3,T1,3,0,0,0,0,1,1,0,8,0,0,200,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,33,61,0,119,4,0,0,3,0,3,3,12,13,8,3,0,0,0,7,15,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,118,0,0,0,0,0
2014,Old Kona,4,T1,4,0,0,0,1,0,0,0,9,0,0,177,0,0,0,1,0,0,0,0,1,2,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,25,56,0,172,1,0,0,2,0,10,2,18,6,10,4,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,33,0,0,0,132,0,0,0,1,0
2014,Puako,1,T1,3,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0,48,49,0,71,0,0,0,1,0,0,4,0,0,2,2,0,0,0,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,44,0,0,0,0,0
2014,Puako,2,T1,0,6,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,39,46,0,6,3,0,0,6,1,1,18,3,0,4,3,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,104,0,0,0,4,0
2014,Puako,5,T1,0,50,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,0,16,5,0,0,2,0,1,0,0,2,3,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,1,4,0
2015,Captan Cook,8,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mahukona,6,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mahukona,7,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Old Kona,3,T1,5,0,0,0,0,2,0,0,4,0,0,105,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,24,73,0,84,7,0,0,3,0,2,4,12,5,8,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,162,0,0,0,1,0
2015,Old Kona,4,T1,0,0,0,0,2,0,2,0,7,0,0,90,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,101,0,125,3,0,0,1,0,8,6,39,4,7,3,1,0,0,0,4,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,79,0,0,0,202,0,0,0,3,0
2015,Puako,1,T1,0,1,0,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,7,28,0,16,3,0,0,1,0,6,0,1,0,4,1,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49,0,0,0,2,0
2015,Puako,2,T1,0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,16,35,0,4,5,0,0,1,0,0,4,80,1,2,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0
2015,Puako,5,T1,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,8,2,0,0,1,0,2,1,0,52,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,4,0
2016,Captan Cook,8,T1,0,77,0,0,1,0,1,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,0,41,0,338,3,0,0,4,0,1,7,15,10,6,2,2,0,0,2,4,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,299,0,0,0,0,0
2016,Mahukona,6,T1,0,35,0,0,1,0,1,3,1,2,0,77,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,20,2,0,0,3,0,0,4,0,0,1,2,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,70,0,0
2016,Mahukona,7,T1,0,2,0,0,0,0,1,0,0,0,0,152,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,65,0,49,3,0,0,7,0,0,3,1,7,5,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,2,0
2016,Old Kona,3,T1,1,0,0,0,0,0,0,0,3,1,0,385,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,14,45,0,240,7,0,0,4,0,2,7,45,13,12,7,1,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169,0,0,0,1,0
2016,Old Kona,4,T1,1,0,0,0,0,1,0,0,5,3,0,153,0,0,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,2,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,15,25,0,85,4,2,0,2,0,9,2,82,9,14,1,0,0,0,0,7,0,4,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,74,0,0,0,207,0,0,0,2,0
2016,Puako,1,T1,0,38,0,0,0,0,0,3,1,6,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,0,0,0,0,0,4,157,0,12,6,0,0,1,0,8,4,5,3,8,4,0,0,0,1,4,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
2016,Puako,2,T1,0,31,0,0,0,1,0,7,2,22,0,0,0,1,1,0,0,0,0,0,0,0,0,14,8,1,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,25,237,0,32,7,0,0,9,0,7,3,34,8,17,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,7,0
2016,Puako,5,T1,0,38,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,35,59,0,23,4,0,0,0,0,1,5,0,3,6,6,0,0,0,0,13,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,64,0,0,50,2,0
2017,Captan Cook,8,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mahukona,6,T1,0,9,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,12,6,0,0,1,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,2,0
2017,Mahukona,7,T1,0,2,0,0,0,0,0,0,3,1,0,25,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,25,0,44,6,0,0,4,0,1,2,0,6,7,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,1,0
2017,Old Kona,3,T1,1,0,0,0,0,0,0,0,4,5,0,171,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,31,41,0,132,4,0,0,1,0,0,2,30,4,15,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,1,0
2017,Old Kona,4,T1,1,0,0,0,0,0,0,0,2,4,0,92,0,0,0,1,0,0,0,0,1,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,14,36,0,217,9,0,0,1,0,6,1,11,6,5,3,0,0,0,0,3,0,4,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36,0,0,0,133,0,0,0,0,0
2017,Puako,1,T1,0,41,0,0,0,0,0,0,2,16,0,0,0,2,0,0,0,0,0,2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,57,0,62,3,0,0,0,0,2,6,9,1,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,3,0,0,0,0
2017,Puako,2,T1,0,6,0,0,0,1,0,0,7,26,0,0,0,0,0,0,0,1,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,66,29,0,53,10,0,0,1,0,2,0,22,2,8,0,0,0,0,1,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,5,0
2017,Puako,5,T1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Captan Cook,8,T1,0,45,0,0,4,0,0,10,7,1,0,61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,0,0,0,0,0,0,97,0,149,5,0,0,3,0,3,7,1,8,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0
2018,Mahukona,6,T1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,14,0,28,0,0,0,2,0,1,2,0,22,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,150,0,0
2018,Mahukona,7,T1,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0,4,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,50,5,1,0,6,0,0,4,4,1,1,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0
2018,Old Kona,3,T1,2,0,0,0,0,1,0,0,8,3,0,149,0,0,0,2,0,1,0,0,0,1,0,3,0,1,0,0,0,6,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,17,79,0,125,5,0,0,4,0,3,13,4,10,12,2,3,0,0,5,2,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,143,0,0,0,0,0
2018,Old Kona,4,T1,4,0,0,2,0,0,0,0,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,75,0,273,2,0,0,1,0,4,0,0,8,20,1,0,0,0,1,22,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,60,0,0,0,224,0,0,0,0,0
2018,Puako,1,T1,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,21,70,0,28,1,0,0,3,0,1,3,9,0,7,3,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,103,0,0,0,0,0
2018,Puako,2,T1,0,36,0,0,2,0,0,0,6,6,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2,0,0,0,0,1,0,1,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,18,36,0,32,5,0,0,4,0,0,1,8,0,2,5,0,0,0,1,25,0,4,15,0,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,3,0
2018,Puako,5,T1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,0,15,6,0,0,3,0,0,1,0,4,5,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0
2019,Captan Cook,8,T1,0,97,0,0,0,0,0,0,4,2,0,112,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,98,0,39,1,0,0,4,0,0,9,5,21,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,1,0
2019,Mahukona,6,T1,0,18,0,0,0,1,0,5,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,31,0,70,9,0,0,10,0,0,3,0,1,7,3,0,2,0,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,37,0,0,52,0,0
2019,Mahukona,7,T1,0,1,0,0,1,0,0,2,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,79,6,0,0,9,0,0,6,0,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,29,0,0,151,1,0
2019,Old Kona,3,T1,0,0,0,0,0,1,0,0,3,3,0,146,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,32,40,0,108,2,0,0,2,0,2,3,31,7,15,3,0,0,0,2,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,105,0,0,0,2,0
2019,Old Kona,4,T1,0,0,0,0,1,1,3,0,5,6,0,177,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,28,0,117,3,0,0,1,0,7,4,49,5,16,1,0,0,0,0,9,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,17,0,0,1,113,0,0,0,2,0
2019,Puako,1,T1,0,45,0,0,0,0,0,0,2,13,0,0,0,1,0,1,0,0,0,0,0,1,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,136,22,0,315,2,0,0,7,0,1,7,19,1,6,0,0,2,0,0,1,0,3,0,0,0,3,0,0,0,5,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,97,0,0,11,0,0
2019,Puako,2,T1,0,86,0,0,1,0,0,0,2,1,0,58,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,117,0,15,7,0,0,8,0,2,12,9,1,4,7,0,2,0,1,10,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,99,0,0,0,1,0
2019,Puako,5,T1,0,100,0,0,0,1,0,1,1,3,0,0,0,6,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,41,5,0,0,5,0,0,4,0,0,5,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
2009,Captan Cook,8,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Mahukona,6,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
