Date,Location,Site,Transect,Achilles tang,Agile chromis,Amber jack,Ambon toby,Arc-eye hawk fish,Barred filefish,Belted wrasse,Big eye emperor or Mu,Bird nose wrasse,Black kole or black surgeonfish,black spot surgeon/ Thompson's surgeonfish,Blackfin chromis,Blackspot sergeant,Blacktailed snapper,Blue eyed damsel,Blue goatfish,Bluefin trevally,Blueline surgeonfish,Bluelined butterfly,Bluelined snapper,Bluespine unicornfish,Box fish,Bridled triggerfish,Bullethead parrotfish,Chocolate dip chromis,Chub or Rudderfish,Convict tang,Cornetfish,Crown toby,Doublebar goatfish,eagle ray,Eightline wrasse,Elegant wrasse,Eyestripe surgeon,Fantailed filefish,Flame angel,Flame wrasse,Forcep butterfly,forktail snapper,Forsteri hawkfish,four spot butterfly,Goldline squirrelfish,Goldrim surgeonfish,Gray Chub,Grey Snapper,Hawaiian cleaner wrasse,Hawaiian dascyllus,Hawaiian hogfish,Hawaiian sergeant major,Kole tang,Kuntee Squirrelfish,Lavender/brown tang,Lei trigger,Lined butterfly,Lizardfish,Manybar goatfish,Milletseed butterflyfish,Moorish Idol,Multiband butterfly,Niger trigger,Orangeshoulder tang,Orangespine unicornfish,Ornate butterfly fish,Ornate wrasse,Oval butterfly,oval damesel,Pacific gregory,Palenose parrofish,Picasso or lagoon trigger,Pinktail trigger,Porcupinefish,Potter's Angel,pyramid butterfly,Raccoon butterflyfish,Rainbow Runner,Rectangle or reef trigger ,Red goat (yellow fin goatfish),Redlip parrotfish,Regal parrotfish,Reticulated butterflyfish,Ringtail surgeonfish,Ringtail wrasse,Rockmover wrasse,Roi or Peacock grouper,round scad,Saddle wrasse,saddleback butterfly,Sailfin tang,Scrawled filefish,Shortnose wrasse,Sidespot goatfish,Sleek unicorn fish,Soldier fish,Spectacled parrotfish,Spiny balloonfish,Spot fin squirrelfish,Spotted moray,Spotted puffer,Squirrelfish,star eyed parrotfish,Surge wrasse,Teardrop butterfly,Thompson's Butterflyfish,Threadfin butterflyfish,Three spot chromis,tilefish,Trumpetfish,Vanishing wrasse,white freckled surgeonfish,White tipped reef shark,Whitebar surgeonfish,Whitemouth moray,whitespot puffer,Whitespotted toby,Yellow tang,yellowfin goatfish,yellowfin surgeon,Yellowstripe goatfish,Yellowtail coris,Yellowtail Filefish
2015,Old Kona,4,T2,0,39,0,0,1,0,5,0,10,1,0,33,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,32,141,0,150,4,0,0,1,0,6,3,24,6,8,1,1,0,0,0,22,0,7,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,67,0,0,0,202,0,0,0,1,0
2015,Puako,1,T2,0,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,55,0,49,8,0,0,2,0,3,2,12,0,2,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,2,0
2015,Puako,2,T2,0,12,0,0,1,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,95,25,0,6,1,0,0,1,0,1,3,84,0,1,4,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
2015,Puako,5,T2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,0,1,0,0,1,1,51,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0
2016,Captan Cook,8,T2,0,107,0,0,2,1,0,0,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,42,0,148,5,0,0,5,0,3,10,10,22,21,5,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,226,0,0,1,0,0
2016,Mahukona,6,T2,0,19,0,0,0,0,0,5,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,4,0,0,5,0,0,6,0,1,1,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
2016,Mahukona,7,T2,0,2,0,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,2,2,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,22,0,58,9,0,0,12,0,0,16,1,1,9,4,1,0,0,1,1,0,2,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,1,3,0
2016,Old Kona,3,T2,1,0,0,0,0,0,1,0,3,2,0,320,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,15,50,0,352,5,0,0,5,0,3,0,89,6,20,9,2,0,0,2,6,0,2,0,0,0,1,0,0,0,3,0,0,1,1,0,1,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193,0,0,0,2,0
2016,Old Kona,4,T2,0,0,0,0,0,0,0,0,5,5,0,140,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,1,2,0,0,0,0,0,0,0,10,41,0,76,6,0,0,2,0,10,5,58,13,19,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,28,0,0,0,208,0,0,0,1,0
2016,Puako,1,T2,0,49,0,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,8,50,0,19,12,0,0,0,0,8,2,4,0,5,4,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
2016,Puako,2,T2,0,22,0,0,0,2,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,59,119,0,35,4,0,0,1,0,4,4,85,8,2,9,0,1,0,1,12,0,4,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,144,0,0,0,0,0
2016,Puako,5,T2,0,100,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0,0,0,0,0,0,0,0,95,0,57,3,0,0,2,0,0,3,0,6,8,7,0,0,0,0,10,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,0,0,100,1,0
2017,Captan Cook,8,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mahukona,6,T2,0,14,0,0,0,0,0,3,0,0,1,10,0,0,0,6,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,28,5,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0
2017,Mahukona,7,T2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,31,0,25,3,0,0,7,0,0,5,9,3,5,1,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,30,0,0,54,1,1
2017,Old Kona,3,T2,3,0,0,0,0,0,1,0,7,0,0,152,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,38,81,0,153,1,0,0,2,0,3,6,11,7,9,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,2,0,0,0,0
2017,Old Kona,4,T2,0,0,0,0,0,0,0,0,3,0,0,91,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,65,0,141,5,0,0,0,0,8,2,25,11,9,2,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,9,0,0,0,127,0,0,0,2,0
2017,Puako,1,T2,0,37,0,0,0,0,0,0,0,48,0,0,0,2,0,2,0,0,0,1,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,15,64,2,59,4,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,110,1,0,1,0,0
2017,Puako,2,T2,0,20,0,0,1,2,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,30,0,44,10,0,0,5,0,2,2,30,0,5,5,0,0,0,4,16,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,11,0
2017,Puako,5,T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0
2018,Captan Cook,8,T2,0,58,0,0,4,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,151,0,90,4,0,0,10,0,2,7,0,9,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,3,0,0
2018,Mahukona,6,T2,0,6,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,2,0,0,6,0,1,9,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,140,0,0
2018,Mahukona,7,T2,0,0,0,0,1,0,0,2,0,0,0,40,0,0,0,5,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,0,42,5,0,0,5,0,0,6,7,3,6,3,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
2018,Old Kona,3,T2,0,0,0,0,0,0,0,0,2,7,0,130,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,72,0,117,2,0,0,1,0,4,10,17,8,15,2,1,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
2018,Old Kona,4,T2,2,0,0,0,0,1,1,0,2,1,0,90,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,9,0,0,0,0,0,40,0,147,3,0,0,2,0,3,4,8,19,11,2,0,0,0,0,2,0,5,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,200,0,0,0,1,0
2018,Puako,1,T2,0,20,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,46,0,48,0,0,0,3,0,3,0,6,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,79,0,0,0,1,0
2018,Puako,2,T2,0,26,0,0,1,1,0,0,6,14,0,0,0,1,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,20,50,0,19,8,0,0,7,0,1,1,65,0,2,5,0,0,0,2,1,0,2,5,0,0,0,0,0,0,1,0,0,0,5,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,94,0,0,0,1,0
2018,Puako,5,T2,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,54,0,22,2,1,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,44,0,0,66,4,0
2019,Captan Cook,8,T2,0,135,0,0,0,0,1,0,2,3,0,147,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,2,0,0,0,66,0,63,4,0,0,3,0,2,4,8,11,23,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133,0,0,0,0,0
2019,Mahukona,6,T2,0,10,0,0,1,0,0,5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,35,7,0,0,2,0,0,7,0,6,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,31,0,0,97,0,0
2019,Mahukona,7,T2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,70,8,0,0,5,0,1,8,1,8,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0
2019,Old Kona,3,T2,0,0,0,0,0,0,0,0,6,4,0,215,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,49,0,142,8,0,0,2,0,1,4,52,10,23,5,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,107,0,0,0,1,0
2019,Old Kona,4,T2,0,0,0,0,0,0,0,0,0,7,0,65,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,1,0,0,0,0,4,42,0,140,6,0,0,0,0,4,0,58,8,21,1,0,0,0,0,12,0,5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,152,0,0,0,1,0
2019,Puako,1,T2,0,50,0,0,0,0,0,0,3,5,0,0,0,1,0,2,0,0,0,0,0,0,0,6,5,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,119,34,0,67,6,0,0,3,0,1,4,21,0,2,2,0,0,0,3,0,0,2,0,0,0,6,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0
2019,Puako,2,T2,0,104,0,0,1,1,1,0,6,5,0,133,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,1,56,0,18,7,0,0,11,0,3,6,82,1,8,6,0,0,0,2,10,0,5,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92,0,0,0,5,0
2019,Puako,5,T2,0,63,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,40,2,0,0,3,0,0,5,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0
2009,Captan Cook,8,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Mahukona,6,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Mahukona,7,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Old Kona,3,T3,0,0,0,0,0,0,0,0,2,0,0,410,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15,0,36,1,0,0,2,0,1,0,2,4,4,1,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0
2009,Old Kona,4,T3,5,0,0,0,0,0,0,0,3,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,3,10,0,63,0,0,0,2,0,4,4,12,6,9,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,71,0,0,0,0,0
2009,Puako,1,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
2009,Puako,2,T3,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,68,0,0,0,0,0
2009,Puako,5,T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,11,2,0,0,0,2,2,0,2,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,22,0,0,60,0,0
2010,Captan Cook,8,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Mahukona,6,T3,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,4,0,0,3,0,0,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0
2010,Mahukona,7,T3,0,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,0,0,10,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
2010,Old Kona,3,T3,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,38,0,69,2,0,0,2,0,3,0,6,2,4,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,1,76,0,0,0,0,0
